Airline,Departure_Airport,Arrival_Airport,Scheduled_Dep_Hour,Scheduled_Arr_Hour,Day_of_Week,Month,Holiday_Season,Weather_Condition,Temperature,Wind_Speed,Visibility,Rain_mm,Departure_Traffic,Arrival_Traffic,Delay
Vistara,MAA,BLR,16,11,2,3,0,Fog,23,6,6,18,Low,Low,45.66
Vistara,MAA,HYD,0,11,5,5,0,Thunderstorm,12,3,6,10,High,Medium,117.28
IndiGo,BLR,GOI,9,10,3,7,1,Thunderstorm,38,18,5,9,Medium,Low,57.85
Vistara,GOI,DEL,18,7,4,4,0,Fog,24,25,5,14,Low,Low,60.16
SpiceJet,CCU,BLR,14,6,2,11,0,Clear,36,3,9,12,Medium,Medium,26.94
Air India,HYD,BOM,9,22,6,11,0,Fog,14,18,5,7,Medium,Low,43.14
Vistara,DEL,GOI,18,20,0,1,1,Clear,36,27,6,4,Low,Medium,13.77
Air India,MAA,GOI,11,1,2,6,0,Thunderstorm,33,18,4,1,Low,High,81.59
IndiGo,CCU,HYD,23,10,4,2,0,Clear,31,11,1,15,Low,Medium,27.92
Air India,HYD,BLR,15,21,5,12,0,Thunderstorm,12,29,4,12,Medium,Medium,58.37
IndiGo,MAA,DEL,8,9,5,3,1,Clear,31,12,2,18,High,Low,54.0
SpiceJet,MAA,CCU,14,2,1,4,1,Clear,16,24,3,8,Low,Medium,58.6
IndiGo,DEL,MAA,16,19,4,6,1,Fog,15,3,7,14,Medium,High,107.08
IndiGo,DEL,MAA,13,9,6,6,0,Clear,35,24,7,5,Medium,High,16.66
GoAir,MAA,DEL,17,17,1,7,1,Thunderstorm,31,27,1,7,Low,High,109.22
Vistara,BOM,DEL,1,13,1,5,0,Fog,10,9,8,13,High,High,76.32
Vistara,MAA,MAA,3,17,1,7,1,Clear,28,20,7,4,Low,Medium,50.97
SpiceJet,CCU,CCU,17,23,2,2,0,Fog,16,6,1,16,Low,High,74.02
SpiceJet,MAA,BLR,6,7,6,1,1,Storm,13,29,8,6,High,Medium,103.85
Vistara,BLR,MAA,12,9,0,12,0,Fog,21,4,2,8,Low,Medium,64.68
GoAir,GOI,DEL,14,21,5,10,0,Storm,29,16,8,15,Low,Low,63.18
Vistara,BLR,HYD,22,12,2,8,1,Storm,32,17,3,17,High,Medium,86.81
GoAir,BLR,BOM,21,20,0,1,0,Fog,34,10,7,12,Medium,Medium,80.02
SpiceJet,BOM,CCU,0,7,5,12,1,Thunderstorm,39,14,6,17,Medium,Low,87.1
Air India,BOM,GOI,10,3,6,2,1,Thunderstorm,36,20,5,9,Medium,High,107.79
SpiceJet,MAA,CCU,9,3,6,11,0,Thunderstorm,38,21,2,0,Medium,High,76.84
SpiceJet,BLR,HYD,4,4,4,12,0,Rain,38,6,2,17,Medium,Medium,8.97
IndiGo,BOM,HYD,15,0,5,10,1,Storm,27,17,1,18,Low,Low,65.7
IndiGo,DEL,GOI,10,16,5,6,1,Fog,18,25,9,1,High,Medium,110.15
IndiGo,MAA,DEL,20,1,6,1,1,Thunderstorm,28,24,8,3,Medium,Medium,59.39
IndiGo,CCU,MAA,5,7,5,10,0,Thunderstorm,31,5,8,10,High,High,105.43
GoAir,GOI,BLR,8,6,3,3,1,Fog,13,17,1,2,Medium,Low,72.02
Vistara,HYD,CCU,12,14,4,7,0,Storm,10,15,5,8,Low,Medium,85.74
Air India,MAA,GOI,23,4,2,12,0,Fog,18,1,6,9,Medium,High,98.08
SpiceJet,HYD,CCU,7,1,2,8,1,Rain,36,18,2,1,Medium,Medium,35.84
GoAir,BLR,HYD,13,6,0,4,1,Rain,24,0,5,6,High,High,61.29
Air India,GOI,MAA,23,7,2,12,0,Fog,31,24,6,14,High,Low,72.69
GoAir,HYD,CCU,0,6,1,3,0,Storm,17,29,9,18,Low,Medium,94.6
GoAir,BLR,BLR,16,6,5,1,0,Thunderstorm,24,25,1,9,High,Low,55.52
SpiceJet,DEL,HYD,23,13,2,12,0,Rain,24,10,3,19,High,High,21.06
Vistara,HYD,BLR,4,20,0,9,1,Rain,27,19,9,13,High,Low,66.35
IndiGo,GOI,MAA,1,17,0,10,0,Storm,16,4,1,3,Low,Low,50.91
Vistara,MAA,CCU,23,5,1,6,1,Rain,31,15,1,10,Low,Low,34.49
SpiceJet,BLR,BOM,8,3,0,6,1,Rain,27,22,1,2,Low,Medium,34.26
SpiceJet,MAA,CCU,3,9,6,9,1,Storm,25,0,7,16,High,High,102.14
SpiceJet,GOI,MAA,16,17,3,1,0,Fog,11,18,5,6,High,Low,54.54
Air India,BOM,CCU,16,11,6,6,0,Thunderstorm,13,13,6,10,Low,Medium,70.52
Vistara,BLR,GOI,20,15,5,12,1,Thunderstorm,29,2,8,17,High,High,119.0
Vistara,HYD,CCU,17,6,5,5,1,Rain,25,1,2,13,High,High,54.29
GoAir,BLR,DEL,15,5,5,11,1,Thunderstorm,12,23,2,13,Medium,High,118.7
GoAir,MAA,CCU,7,4,4,6,1,Fog,33,4,3,5,Low,Low,70.53
GoAir,DEL,CCU,10,2,2,11,0,Rain,39,16,3,8,Low,Low,29.05
SpiceJet,BLR,BLR,20,11,3,8,1,Thunderstorm,32,27,3,2,High,Low,79.09
Vistara,HYD,BOM,20,14,2,5,0,Clear,11,17,4,16,High,High,43.76
SpiceJet,BOM,BLR,17,9,3,2,0,Clear,12,0,3,11,Medium,High,39.22
Air India,CCU,BLR,22,19,2,12,0,Clear,35,14,2,3,Low,Low,23.43
GoAir,DEL,HYD,23,18,1,12,0,Clear,34,21,9,19,Low,Low,32.53
SpiceJet,BOM,DEL,9,15,6,2,1,Clear,38,8,6,15,High,High,48.33
SpiceJet,BLR,BLR,12,10,0,10,0,Rain,14,26,3,9,Low,High,39.8
Air India,MAA,GOI,16,7,0,5,1,Storm,11,22,9,6,High,Medium,99.13
IndiGo,GOI,MAA,17,2,6,3,0,Storm,28,4,4,9,Medium,Medium,59.84
Vistara,MAA,GOI,9,22,1,10,1,Rain,33,27,4,6,High,Low,52.88
IndiGo,HYD,MAA,15,6,3,3,1,Rain,29,12,8,17,Medium,High,68.51
GoAir,MAA,CCU,19,22,6,8,1,Fog,39,18,7,8,High,High,104.51
SpiceJet,DEL,HYD,4,6,4,7,1,Storm,11,27,7,17,Medium,Medium,41.29
Air India,MAA,DEL,12,13,3,1,1,Clear,11,27,7,16,Medium,High,44.73
Air India,HYD,GOI,17,1,0,12,0,Rain,31,23,5,10,Low,Low,32.64
Vistara,CCU,DEL,16,9,4,12,1,Clear,33,9,7,0,High,Medium,31.26
IndiGo,BLR,GOI,8,18,2,5,0,Storm,32,19,4,16,Low,High,70.22
Vistara,GOI,CCU,13,8,4,9,1,Thunderstorm,29,24,8,3,Low,High,90.13
SpiceJet,BLR,MAA,16,15,3,4,0,Thunderstorm,27,20,9,3,High,Low,62.76
Vistara,MAA,BOM,3,18,1,1,0,Rain,34,13,3,13,Low,High,45.45
Air India,BOM,HYD,17,17,2,8,0,Fog,29,21,7,8,Low,Medium,78.76
Air India,BLR,GOI,19,8,3,5,1,Clear,34,20,9,12,Low,Medium,49.59
GoAir,CCU,GOI,23,15,2,2,0,Rain,30,25,1,15,High,High,20.39
GoAir,MAA,CCU,23,12,4,12,1,Fog,23,11,2,0,Low,High,84.66
SpiceJet,GOI,HYD,14,9,0,1,1,Clear,37,10,7,2,Low,High,42.85
IndiGo,HYD,MAA,10,19,3,12,0,Storm,24,22,2,18,Low,High,56.78
Vistara,CCU,MAA,11,13,1,12,0,Thunderstorm,21,6,7,7,High,Medium,71.3
SpiceJet,MAA,GOI,8,11,6,12,1,Fog,20,16,1,17,Medium,Low,87.17
GoAir,CCU,BOM,12,18,4,3,1,Clear,20,17,3,5,Medium,Medium,45.39
Vistara,BLR,BOM,14,6,3,9,1,Rain,39,6,5,19,Medium,High,52.39
GoAir,GOI,DEL,14,22,1,1,1,Clear,16,23,6,5,Medium,High,57.32
Vistara,HYD,HYD,4,14,3,4,1,Rain,21,19,9,4,Low,Medium,58.66
IndiGo,MAA,HYD,22,15,4,8,1,Thunderstorm,25,5,9,11,High,Medium,91.53
SpiceJet,DEL,MAA,18,7,3,8,0,Thunderstorm,14,10,3,8,Low,High,93.59
Vistara,HYD,DEL,19,9,2,10,1,Clear,11,11,8,8,High,Medium,67.24
Air India,DEL,CCU,13,3,4,12,1,Clear,31,25,4,16,Low,High,61.35
Air India,CCU,HYD,16,18,3,11,0,Rain,25,15,7,18,Medium,Medium,19.77
Vistara,BOM,DEL,17,18,6,11,0,Rain,32,18,6,16,Medium,High,46.17
Vistara,HYD,DEL,20,20,0,8,0,Fog,39,22,8,15,High,Medium,105.48
Vistara,CCU,GOI,2,14,3,10,1,Fog,24,26,6,11,Low,High,100.14
Air India,DEL,MAA,1,13,2,8,0,Fog,20,18,4,2,Medium,Low,63.18
Air India,BLR,DEL,0,0,1,4,0,Clear,38,10,2,13,High,Low,40.94
Vistara,BLR,BOM,9,15,6,8,1,Fog,15,15,7,16,Low,Medium,91.56
GoAir,BOM,BOM,18,9,1,9,1,Clear,22,22,4,15,High,Low,77.07
GoAir,HYD,BLR,16,18,6,7,1,Thunderstorm,39,27,9,11,Low,High,82.55
IndiGo,HYD,MAA,11,21,1,12,1,Storm,28,26,9,1,Low,Medium,62.01
SpiceJet,HYD,GOI,0,2,0,2,0,Thunderstorm,19,11,7,7,Low,Medium,72.68
GoAir,CCU,CCU,11,4,2,9,1,Clear,33,26,5,11,High,High,42.54
Air India,GOI,BLR,16,8,4,11,0,Clear,28,7,3,15,High,High,33.28
GoAir,GOI,BOM,23,17,1,8,1,Storm,39,2,3,7,Low,High,102.73
IndiGo,BOM,GOI,2,10,6,5,0,Rain,14,1,9,15,Medium,Medium,1.43
IndiGo,HYD,BLR,10,15,2,12,1,Rain,34,27,9,9,Low,High,53.27
SpiceJet,CCU,MAA,16,1,3,3,1,Rain,36,5,4,19,High,Low,47.88
GoAir,BLR,GOI,22,11,0,7,1,Fog,30,15,1,14,Low,Medium,86.35
Air India,DEL,MAA,2,21,2,2,0,Rain,16,19,5,3,High,High,12.85
Air India,CCU,DEL,7,5,2,3,0,Fog,20,23,8,14,Low,Medium,44.55
Vistara,GOI,HYD,19,10,4,12,0,Fog,23,28,4,3,Low,Low,45.28
Air India,GOI,DEL,3,7,2,9,1,Rain,32,14,4,10,Medium,Low,56.98
SpiceJet,BLR,MAA,20,11,4,4,0,Rain,30,13,9,5,Medium,High,42.73
SpiceJet,BLR,GOI,21,1,0,4,1,Storm,25,1,9,3,High,Medium,111.82
Air India,DEL,BOM,6,8,0,3,1,Storm,27,19,7,8,Low,High,98.63
Air India,BLR,CCU,13,14,3,5,1,Fog,30,17,8,8,High,Medium,76.41
Vistara,BOM,BOM,13,1,4,3,0,Storm,32,13,4,2,Low,High,70.13
Air India,DEL,GOI,3,0,4,9,1,Fog,32,17,8,4,Low,High,89.18
Vistara,BLR,DEL,15,9,1,3,0,Clear,13,1,6,14,Low,Medium,36.71
Vistara,MAA,CCU,23,1,1,2,1,Fog,10,0,3,8,Medium,Medium,70.32
Air India,CCU,GOI,21,11,3,12,1,Fog,31,19,7,1,High,Low,82.05
IndiGo,BLR,MAA,0,22,0,5,1,Storm,38,1,3,2,Low,Low,71.93
IndiGo,BOM,BOM,16,7,5,6,0,Clear,24,8,7,11,Low,Medium,28.76
Vistara,HYD,MAA,9,4,1,1,0,Thunderstorm,23,8,5,15,High,Low,69.82
Air India,BLR,CCU,21,21,2,12,1,Thunderstorm,28,15,4,4,High,Low,84.78
IndiGo,GOI,CCU,15,0,0,11,0,Thunderstorm,36,10,3,9,Low,Medium,56.88
Air India,GOI,BOM,15,14,5,6,0,Clear,14,26,8,14,Medium,Medium,41.67
Air India,GOI,MAA,7,5,2,10,1,Rain,13,22,4,13,Medium,Medium,26.11
Air India,HYD,BLR,6,11,6,3,1,Clear,22,5,8,13,Low,High,35.95
GoAir,GOI,MAA,5,7,4,4,0,Storm,27,11,3,12,Medium,Medium,57.25
Air India,MAA,CCU,15,12,0,6,1,Fog,21,2,9,15,High,Medium,105.27
GoAir,BLR,MAA,19,18,6,8,1,Fog,32,29,6,7,Medium,Medium,81.35
Vistara,GOI,GOI,15,0,3,9,0,Storm,39,11,5,7,High,Low,97.96
IndiGo,DEL,DEL,6,10,4,6,0,Storm,30,29,5,16,High,Medium,110.6
IndiGo,HYD,BLR,8,19,4,7,1,Fog,24,22,3,16,High,Low,94.07
IndiGo,MAA,HYD,13,0,2,5,0,Rain,39,0,2,2,High,High,22.34
IndiGo,DEL,GOI,10,7,6,12,0,Rain,32,8,6,0,Medium,Medium,12.18
IndiGo,DEL,DEL,13,4,4,9,1,Rain,18,19,1,16,High,Medium,36.75
IndiGo,DEL,HYD,6,16,1,4,1,Storm,13,21,7,15,Low,Low,33.76
IndiGo,DEL,BOM,0,7,0,10,1,Fog,14,5,5,16,High,High,82.34
Vistara,BLR,HYD,12,9,1,11,1,Fog,18,10,4,1,Low,Medium,47.37
Air India,GOI,GOI,19,1,2,6,0,Fog,22,2,9,13,High,High,97.29
SpiceJet,CCU,MAA,2,8,5,5,0,Clear,19,3,1,6,High,High,30.31
GoAir,BLR,GOI,19,23,2,1,1,Clear,36,28,4,18,Medium,Medium,50.53
SpiceJet,BLR,HYD,3,22,0,5,1,Thunderstorm,25,26,3,0,High,High,82.61
SpiceJet,MAA,CCU,10,2,4,5,1,Clear,39,9,6,16,High,High,57.61
Air India,MAA,DEL,1,17,6,9,1,Rain,22,18,5,9,Medium,Medium,34.84
Air India,GOI,DEL,13,6,6,1,0,Rain,13,28,7,5,Medium,Low,41.25
Air India,CCU,HYD,11,14,3,5,0,Rain,30,5,1,6,Low,Medium,28.64
IndiGo,MAA,DEL,16,20,2,7,1,Rain,22,0,5,5,Medium,High,54.5
Vistara,GOI,CCU,11,21,0,11,1,Thunderstorm,30,7,2,4,Low,Medium,76.55
IndiGo,GOI,GOI,11,19,3,6,0,Rain,17,7,2,1,High,Low,31.29
Vistara,BOM,DEL,0,17,4,6,0,Storm,22,24,2,17,Low,High,87.16
Vistara,CCU,HYD,12,2,5,12,0,Storm,24,5,9,16,Medium,High,96.18
SpiceJet,MAA,BLR,13,22,2,7,0,Storm,29,16,3,6,High,Low,85.68
SpiceJet,CCU,BLR,23,13,5,6,1,Clear,29,18,4,18,Low,Low,51.75
Vistara,BLR,BOM,1,23,0,5,0,Fog,22,0,5,6,Low,High,78.34
Vistara,BLR,DEL,11,1,5,10,0,Thunderstorm,32,14,4,6,Low,Low,36.45
IndiGo,CCU,GOI,20,13,5,5,0,Storm,36,12,4,15,High,Medium,93.04
IndiGo,BOM,HYD,15,21,0,9,1,Storm,14,20,5,11,Low,Low,92.88
SpiceJet,BOM,DEL,3,10,0,8,1,Rain,31,2,9,14,Low,Medium,46.61
Air India,CCU,MAA,7,15,2,12,0,Storm,31,29,9,14,Medium,High,57.54
Vistara,MAA,CCU,1,7,5,10,0,Rain,37,1,6,10,Low,High,42.55
IndiGo,HYD,DEL,9,6,3,4,1,Rain,15,2,3,1,High,High,44.17
SpiceJet,BOM,DEL,8,10,0,4,1,Fog,39,8,6,2,Medium,High,90.19
IndiGo,DEL,BLR,22,2,4,10,0,Clear,35,26,4,18,High,High,40.4
Vistara,BLR,CCU,14,16,5,5,1,Rain,14,15,3,19,Medium,Low,59.47
Vistara,CCU,HYD,12,13,0,3,0,Rain,22,23,6,14,Medium,Low,32.38
GoAir,DEL,DEL,22,5,3,8,1,Fog,38,12,6,15,Low,High,112.73
Air India,CCU,BLR,16,7,6,7,0,Rain,14,18,2,0,High,Low,7.34
GoAir,GOI,BOM,15,21,2,5,0,Thunderstorm,34,26,9,14,Low,Low,63.88
SpiceJet,BLR,CCU,1,4,5,10,1,Clear,22,17,8,11,Medium,High,73.03
IndiGo,BLR,BLR,19,7,6,3,0,Thunderstorm,33,20,6,6,Low,Low,81.97
SpiceJet,BOM,BLR,19,1,0,5,1,Storm,29,11,1,6,Medium,High,95.08
Vistara,BOM,GOI,13,14,0,3,1,Clear,32,27,2,10,Medium,High,61.93
GoAir,DEL,BLR,2,11,4,10,1,Storm,17,28,4,19,High,High,84.65
GoAir,GOI,GOI,22,16,4,5,0,Rain,37,11,7,10,High,High,34.37
GoAir,CCU,DEL,11,0,5,1,0,Fog,18,0,9,16,High,Low,100.47
SpiceJet,GOI,DEL,7,14,6,6,0,Thunderstorm,30,19,5,2,High,Low,81.51
Vistara,BLR,BOM,1,13,6,10,1,Storm,28,7,2,15,Low,Medium,78.39
IndiGo,DEL,MAA,3,19,0,4,0,Rain,38,16,1,4,High,Medium,38.25
IndiGo,HYD,MAA,13,21,5,4,0,Thunderstorm,29,20,1,1,High,High,40.35
SpiceJet,DEL,MAA,15,15,0,8,0,Thunderstorm,24,27,5,6,High,Medium,90.52
GoAir,MAA,GOI,18,8,4,2,0,Storm,35,19,7,9,Medium,Low,59.37
Air India,DEL,CCU,1,0,3,4,1,Rain,31,21,9,4,Medium,Low,19.3
SpiceJet,GOI,CCU,11,16,1,2,0,Fog,19,6,9,14,High,Medium,71.5
SpiceJet,MAA,BOM,13,12,1,1,1,Storm,20,8,8,11,Medium,Medium,81.49
Vistara,MAA,CCU,5,20,0,10,1,Thunderstorm,14,16,1,9,Medium,Low,81.98
IndiGo,MAA,MAA,12,20,6,3,1,Thunderstorm,18,26,5,16,Low,Medium,103.03
SpiceJet,HYD,MAA,3,4,4,12,1,Clear,38,9,6,19,Medium,Low,52.93
SpiceJet,DEL,BLR,21,9,2,8,0,Rain,20,3,6,19,Low,Low,17.93
GoAir,GOI,CCU,17,5,2,6,0,Clear,36,21,4,10,Medium,Medium,16.35
GoAir,DEL,DEL,11,23,1,12,0,Fog,39,25,1,7,High,Medium,81.27
Air India,HYD,DEL,19,18,3,7,1,Storm,28,6,3,14,Medium,High,94.03
Vistara,BLR,BLR,21,12,1,2,0,Thunderstorm,11,6,4,1,Medium,High,55.3
Air India,BOM,BLR,20,0,0,6,1,Rain,15,7,4,16,Low,High,70.6
GoAir,GOI,BLR,18,19,3,8,0,Thunderstorm,38,29,4,5,High,High,71.88
IndiGo,GOI,DEL,7,14,2,8,0,Clear,32,25,5,12,Low,High,30.6
GoAir,DEL,MAA,6,13,6,4,0,Clear,30,23,9,7,High,Low,57.93
Vistara,BOM,BLR,15,7,4,6,1,Storm,10,23,4,10,High,Medium,85.87
GoAir,CCU,BOM,18,9,4,5,0,Rain,12,7,9,14,Low,Low,12.9
Vistara,CCU,GOI,5,8,0,9,1,Rain,12,15,9,12,Medium,High,52.02
Vistara,HYD,BLR,19,16,1,8,1,Storm,37,11,1,17,High,High,100.31
Vistara,CCU,GOI,20,8,0,2,1,Clear,23,14,5,17,Medium,Medium,41.34
Vistara,GOI,HYD,10,2,4,12,0,Clear,29,7,9,16,Low,Low,34.1
Vistara,CCU,BLR,4,10,2,7,0,Clear,39,21,4,12,Low,High,45.11
IndiGo,BLR,DEL,15,11,4,7,1,Thunderstorm,35,8,5,2,Low,High,120.93
Air India,BLR,CCU,6,9,3,11,1,Fog,31,2,4,6,Low,High,88.23
SpiceJet,BLR,BLR,4,16,6,12,1,Clear,14,21,2,11,High,High,49.81
Air India,CCU,CCU,10,16,6,1,1,Fog,26,20,2,3,Low,Low,72.31
Vistara,HYD,HYD,14,10,5,1,1,Fog,24,15,2,10,Medium,Low,72.92
IndiGo,MAA,BOM,2,21,4,12,0,Rain,15,14,1,13,Medium,High,31.78
GoAir,MAA,CCU,4,3,4,4,0,Storm,23,23,3,17,High,Low,93.22
IndiGo,BOM,GOI,22,6,6,5,0,Thunderstorm,23,3,1,6,Low,High,59.04
Vistara,MAA,MAA,20,20,5,4,1,Fog,34,19,4,4,High,Medium,93.71
IndiGo,MAA,BLR,4,13,3,7,1,Thunderstorm,36,28,1,15,High,Medium,92.63
IndiGo,BLR,HYD,8,6,1,3,0,Rain,26,15,4,10,High,Medium,23.24
Vistara,BLR,HYD,14,23,4,7,0,Clear,17,9,3,2,Low,Low,15.23
IndiGo,CCU,CCU,2,7,6,8,1,Fog,17,10,9,15,Medium,High,79.68
SpiceJet,BOM,BOM,5,0,0,6,1,Storm,28,25,1,10,Medium,Medium,101.84
SpiceJet,DEL,DEL,16,23,4,6,1,Rain,38,28,8,9,High,Medium,56.24
IndiGo,GOI,BLR,20,21,0,8,0,Thunderstorm,18,4,9,1,High,Low,76.86
GoAir,BOM,HYD,7,3,3,8,1,Clear,20,10,7,15,Medium,Low,50.81
Vistara,BOM,BOM,20,11,4,7,1,Thunderstorm,22,28,1,16,Medium,Medium,101.3
SpiceJet,HYD,MAA,10,23,6,6,1,Storm,22,12,4,9,Low,High,116.36
GoAir,CCU,HYD,5,2,3,6,0,Fog,36,14,1,17,High,High,66.99
IndiGo,HYD,BOM,7,12,3,10,1,Storm,33,5,4,11,Low,High,115.59
GoAir,BOM,DEL,9,19,1,11,0,Thunderstorm,28,15,3,7,Medium,Medium,56.33
Air India,BOM,DEL,23,5,4,6,1,Thunderstorm,35,14,2,2,Medium,Low,81.76
SpiceJet,BOM,HYD,2,10,0,8,1,Storm,30,10,1,19,Medium,High,100.27
IndiGo,MAA,GOI,22,22,0,1,0,Storm,28,19,6,2,Medium,Medium,52.47
Vistara,GOI,HYD,13,3,4,5,1,Storm,14,1,7,5,Low,Medium,103.09
IndiGo,GOI,CCU,22,19,5,3,0,Clear,25,27,6,1,Medium,Low,21.94
Vistara,HYD,BLR,13,15,1,12,1,Thunderstorm,18,27,9,2,High,High,74.59
IndiGo,BOM,BOM,9,6,1,8,0,Rain,37,29,9,16,Medium,Medium,27.57
GoAir,GOI,HYD,11,21,1,11,1,Clear,29,1,2,8,High,High,74.39
GoAir,BLR,BLR,5,10,0,6,0,Clear,31,11,2,3,Medium,High,34.91
GoAir,GOI,CCU,11,23,3,2,0,Clear,12,15,9,1,Low,High,52.83
Air India,CCU,BLR,22,0,6,7,1,Rain,28,18,1,8,High,Medium,82.92
Vistara,CCU,HYD,13,6,5,7,0,Storm,14,1,5,13,Low,High,52.54
GoAir,GOI,DEL,1,11,1,5,1,Thunderstorm,17,16,1,10,Medium,Low,100.05
Air India,BLR,BOM,8,6,0,8,0,Fog,23,13,7,1,Low,Medium,64.76
Vistara,CCU,BOM,9,22,0,5,1,Fog,33,23,9,1,Medium,Medium,56.64
IndiGo,MAA,DEL,16,6,3,1,1,Thunderstorm,12,27,6,4,Low,High,84.04
Air India,GOI,GOI,16,9,4,9,1,Rain,33,15,2,6,Low,High,59.57
SpiceJet,MAA,HYD,2,15,4,4,1,Fog,22,4,6,3,High,High,96.85
Air India,GOI,BOM,18,7,6,2,0,Clear,20,9,9,13,Medium,Medium,23.47
Air India,DEL,HYD,0,8,6,4,1,Fog,38,16,3,1,Low,Low,90.66
Vistara,DEL,CCU,11,8,1,9,1,Thunderstorm,17,12,9,11,Medium,Low,87.53
IndiGo,DEL,HYD,6,1,6,2,1,Clear,28,15,8,9,High,Medium,73.78
SpiceJet,CCU,BLR,3,12,1,4,1,Fog,19,8,7,0,Low,Low,85.13
GoAir,MAA,DEL,9,12,5,2,1,Thunderstorm,38,23,8,18,Medium,High,76.37
GoAir,MAA,GOI,12,22,6,5,0,Rain,35,3,6,15,Low,Medium,16.11
Air India,MAA,HYD,1,22,3,3,1,Thunderstorm,27,23,3,14,Low,Low,95.08
Vistara,BLR,GOI,9,3,1,10,0,Rain,35,28,7,13,Low,Medium,30.58
Vistara,MAA,GOI,20,23,3,2,0,Clear,27,27,4,8,Low,Low,24.89
GoAir,BLR,CCU,21,11,0,9,1,Thunderstorm,34,28,5,14,High,Medium,89.4
SpiceJet,DEL,MAA,3,16,1,5,1,Storm,16,25,8,6,High,Low,116.59
IndiGo,DEL,DEL,17,1,0,10,0,Storm,25,15,7,3,Medium,Medium,58.06
SpiceJet,CCU,GOI,4,12,2,5,0,Storm,15,22,7,17,Medium,Medium,49.19
IndiGo,GOI,BOM,18,17,3,1,0,Storm,25,26,8,7,Low,Medium,64.33
GoAir,DEL,BLR,1,14,2,6,1,Storm,25,10,3,11,Low,Medium,83.63
IndiGo,GOI,BOM,11,7,1,7,0,Rain,32,6,3,14,Low,Medium,24.17
Vistara,GOI,CCU,16,14,0,1,0,Thunderstorm,33,16,2,14,High,High,71.18
Air India,CCU,CCU,9,0,1,9,1,Clear,37,21,1,16,Low,Medium,43.36
Air India,BOM,BOM,1,19,2,8,0,Storm,10,12,6,1,Medium,Medium,40.01
GoAir,BOM,DEL,5,9,1,12,1,Storm,33,3,6,11,Low,Medium,93.92
Vistara,HYD,BOM,7,11,5,8,0,Clear,28,13,8,2,High,Low,18.05
SpiceJet,CCU,HYD,18,4,4,7,1,Clear,12,9,6,6,Low,Medium,42.13
Vistara,HYD,BOM,10,8,2,5,0,Storm,15,9,6,5,High,High,68.14
Air India,HYD,BLR,11,22,1,3,1,Rain,13,9,1,13,High,Medium,52.89
Air India,BOM,BLR,8,7,0,12,1,Clear,13,26,7,4,High,Low,50.03
Vistara,CCU,MAA,1,15,1,9,0,Thunderstorm,13,11,7,3,High,Low,51.87
Vistara,BOM,BLR,7,13,0,7,1,Thunderstorm,19,1,9,14,Medium,Medium,110.69
Air India,HYD,BOM,10,12,4,11,0,Rain,18,25,7,6,High,Medium,38.47
SpiceJet,CCU,BLR,20,22,1,10,1,Fog,17,22,8,2,Medium,Medium,85.35
GoAir,HYD,DEL,3,20,6,10,1,Rain,28,8,4,12,Medium,Medium,50.27
GoAir,MAA,GOI,9,12,6,8,1,Storm,26,28,9,9,Low,Low,87.89
Vistara,GOI,BLR,20,4,4,6,1,Fog,26,4,1,1,Low,Medium,54.43
GoAir,CCU,HYD,19,15,2,12,1,Storm,10,7,8,11,High,Low,81.68
Air India,CCU,DEL,15,10,0,11,1,Thunderstorm,29,20,3,11,Low,Low,93.43
Air India,GOI,MAA,7,21,6,5,1,Clear,23,13,1,18,High,High,51.26
Vistara,HYD,HYD,3,4,5,8,0,Storm,31,6,2,18,Low,Low,56.47
Vistara,MAA,BOM,9,12,2,3,0,Thunderstorm,29,6,6,2,High,Medium,65.25
Vistara,BLR,GOI,11,10,0,12,1,Rain,36,8,5,5,Low,Medium,26.25
SpiceJet,GOI,BOM,13,18,4,7,1,Storm,20,2,3,1,Low,Medium,64.35
GoAir,BOM,GOI,15,2,6,2,1,Thunderstorm,12,13,9,12,Medium,Medium,77.11
Vistara,HYD,GOI,21,14,3,3,0,Clear,33,16,8,8,Low,High,44.54
IndiGo,GOI,BOM,17,6,1,12,1,Storm,39,17,3,12,Low,High,99.22
IndiGo,GOI,HYD,20,6,4,2,0,Thunderstorm,17,11,2,13,High,High,81.53
Air India,CCU,HYD,21,5,0,5,1,Storm,31,21,8,18,Medium,High,95.06
GoAir,BOM,GOI,20,2,0,7,1,Clear,34,13,5,10,High,Low,42.87
Vistara,BOM,HYD,11,12,0,11,1,Storm,37,25,9,13,Low,High,87.1
IndiGo,BOM,GOI,17,6,0,10,1,Storm,19,25,1,15,High,Low,107.57
GoAir,GOI,GOI,6,4,1,11,1,Thunderstorm,26,27,3,9,Medium,Medium,90.95
Air India,BLR,DEL,19,22,2,11,0,Fog,38,12,5,19,High,Low,115.01
SpiceJet,DEL,CCU,23,17,5,11,1,Storm,17,13,2,15,Low,Low,90.63
GoAir,HYD,DEL,22,21,3,10,0,Fog,31,8,3,1,High,High,34.81
GoAir,DEL,BOM,6,7,1,1,0,Rain,10,18,4,15,Low,Medium,33.27
SpiceJet,GOI,CCU,8,16,0,10,1,Storm,29,25,4,13,Medium,Medium,100.65
GoAir,DEL,BLR,0,19,1,9,1,Fog,30,1,9,17,Medium,High,110.13
Air India,GOI,BOM,5,0,4,1,1,Rain,16,10,1,5,High,Low,35.6
